education,skills,interests,certifications_count,career
Master,"Roadmap Planning,Data Analysis,Agile,SQL,Scrum,Product Strategy","Strategy,Innovation",0,Product Manager
Bachelor,"Terraform,Linux,Docker,Azure,Kubernetes,CI/CD,Python,Ansible","Automation,Infrastructure",0,DevOps Engineer
Master,"Leadership,Product Strategy,SQL,Data Analysis,Roadmap Planning,Agile,Scrum,Stakeholder Management,User Research",Leadership,0,Product Manager
Bachelor,"Linux,Python,Penetration Testing,Firewalls,Cryptography,SIEM,Risk Assessment","Risk Management,Ethical Hacking",3,Cybersecurity Analyst
Bachelor,"SQL,PyTorch,NumPy,Pandas,Data Visualization,Machine Learning,TensorFlow,Statistics,R,Deep Learning","Research,AI,Data Analysis",2,Data Scientist
Master,"Git,CI/CD,Terraform,Docker,Linux,AWS,Azure,Python","Infrastructure,Automation,Cloud Computing",0,DevOps Engineer
Master,"Algorithms,API Development,Java,Docker,JavaScript,Data Structures,Node.js,AWS","Software Development,Mobile Apps,Web Development",0,Software Engineer
Bachelor,"CI/CD,Ansible,Git,Terraform,Linux,Azure","Automation,Cloud Computing,Infrastructure",1,DevOps Engineer
Master,"NumPy,R,TensorFlow,Python,Data Visualization,Deep Learning,Tableau,Pandas,PyTorch,Machine Learning","Research,Data Analysis",0,Data Scientist
Bachelor,"PyTorch,R,Tableau,Machine Learning,Data Visualization,TensorFlow,NumPy,Pandas,Deep Learning","Data Analysis,Statistics",0,Data Scientist
Master,"Docker,Linux,Python,Bash,Kubernetes,Azure","Automation,System Administration",1,DevOps Engineer
Bachelor,"Product Strategy,User Research,Stakeholder Management,Agile,SQL,Roadmap Planning,Leadership,Scrum,Data Analysis","Leadership,Innovation,Strategy",1,Product Manager
Master,"Machine Learning,Data Visualization,Deep Learning,Tableau,PyTorch,SQL","Data Analysis,Statistics,Machine Learning",1,Data Scientist
Bachelor,"Stakeholder Management,Leadership,Data Analysis,SQL,User Research,Scrum,Agile,Product Strategy,Roadmap Planning","Product Development,Strategy,Leadership",1,Product Manager
Bachelor,"Leadership,Product Strategy,User Research,Agile,Scrum,Data Analysis,SQL,Roadmap Planning","Innovation,Leadership,Strategy",0,Product Manager
Master,"Data Structures,Java,React,API Development,Docker,Git,AWS,Node.js,Python","Problem Solving,Mobile Apps",1,Software Engineer
Master,"API Development,Python,JavaScript,Git,Data Structures","Mobile Apps,Problem Solving",1,Software Engineer
Master,"Deep Learning,Pandas,NumPy,TensorFlow,Data Visualization,Python",Data Analysis,0,Data Scientist
Bachelor,"SIEM,Python,Ethical Hacking,Linux,Network Security,Firewalls,Risk Assessment,Cryptography",Security,0,Cybersecurity Analyst
Master,"Terraform,Ansible,Azure,Docker,Jenkins,Bash,CI/CD,AWS",Cloud Computing,3,DevOps Engineer
Bachelor,"User Research,HTML,Wireframing,Adobe XD,CSS,Prototyping","Visual Design,Product Development",0,UX/UI Designer
Master,"CSS,Design Thinking,HTML,Figma,User Research,Prototyping,Adobe XD,Usability Testing,Wireframing","User Experience,Product Development,Design",1,UX/UI Designer
Bachelor,"Data Structures,Algorithms,Java,AWS,Git",Web Development,2,Software Engineer
Master,"Penetration Testing,Firewalls,SIEM,Python,Network Security,Risk Assessment,Ethical Hacking","Ethical Hacking,Risk Management,Security",0,Cybersecurity Analyst
Master,"CI/CD,Python,Bash,Linux,Git,Ansible,Kubernetes,Docker","Cloud Computing,Automation",0,DevOps Engineer
Bachelor,"Docker,SQL,Node.js,React,Java","Problem Solving,Mobile Apps",1,Software Engineer
Master,"Agile,Roadmap Planning,Leadership,SQL,Data Analysis,Scrum,User Research,Stakeholder Management,Product Strategy","Innovation,Strategy,Leadership",1,Product Manager
Master,"Product Strategy,Roadmap Planning,Agile,Data Analysis,Leadership,User Research",Leadership,3,Product Manager
Bachelor,"Python,Network Security,Firewalls,Risk Assessment,Cryptography,Ethical Hacking,Penetration Testing,Linux,SIEM","Security,Network Protection",1,Cybersecurity Analyst
Bachelor,"Python,SIEM,Cryptography,Linux,Firewalls,Network Security,Ethical Hacking",Ethical Hacking,0,Cybersecurity Analyst
Master,"SQL,Data Visualization,Machine Learning,R,Python,Pandas,NumPy","Data Analysis,Statistics",1,Data Scientist
Bachelor,"Adobe XD,Figma,Usability Testing,HTML,User Research",Visual Design,2,UX/UI Designer
Bachelor,"Machine Learning,Python,PyTorch,Deep Learning,R,TensorFlow,Pandas,Data Visualization,SQL","Data Analysis,AI",1,Data Scientist
Master,"R,PyTorch,Tableau,Pandas,TensorFlow,SQL","Data Analysis,Statistics,Research",1,Data Scientist
Bachelor,"Git,CI/CD,AWS,Jenkins,Linux,Bash,Ansible","Automation,System Administration",0,DevOps Engineer
Master,"Network Security,Firewalls,Python,Ethical Hacking,SIEM,Linux,Risk Assessment",Security,0,Cybersecurity Analyst
Bachelor,"Agile,Product Strategy,Leadership,Roadmap Planning,SQL,Data Analysis",Leadership,1,Product Manager
Master,"Firewalls,SIEM,Linux,Risk Assessment,Network Security,Cryptography,Penetration Testing","Ethical Hacking,Network Protection,Risk Management",1,Cybersecurity Analyst
Master,"Data Structures,API Development,Java,Docker,Node.js,Algorithms,SQL,AWS","Problem Solving,Software Development,Mobile Apps",0,Software Engineer
Bachelor,"Java,AWS,Data Structures,JavaScript,API Development,Git,Algorithms,SQL,Docker,Python","Mobile Apps,Web Development,Problem Solving",0,Software Engineer
Bachelor,"Risk Assessment,Linux,Ethical Hacking,Penetration Testing,Firewalls,Cryptography",Security,3,Cybersecurity Analyst
Bachelor,"HTML,Design Thinking,CSS,Wireframing,Figma,Usability Testing","Design,Visual Design,Product Development",1,UX/UI Designer
Bachelor,"SIEM,Penetration Testing,Network Security,Cryptography,Ethical Hacking,Firewalls,Risk Assessment,Linux","Security,Ethical Hacking",0,Cybersecurity Analyst
Bachelor,"JavaScript,AWS,Algorithms,Git,SQL,Python,API Development,Node.js","Mobile Apps,Web Development",0,Software Engineer
Bachelor,"Git,CI/CD,Ansible,Bash,Terraform,Docker,Linux,Kubernetes,AWS,Jenkins","Automation,Cloud Computing",2,DevOps Engineer
PhD,"PyTorch,NumPy,SQL,Statistics,Deep Learning,TensorFlow,Machine Learning,Data Visualization,Python","Statistics,Machine Learning",1,Data Scientist
Bachelor,"Ethical Hacking,Risk Assessment,Cryptography,Network Security,Firewalls,Penetration Testing,Python,SIEM","Ethical Hacking,Network Protection,Security",0,Cybersecurity Analyst
Bachelor,"Wireframing,Figma,HTML,Prototyping,Adobe XD,User Research","User Experience,Visual Design,Product Development",1,UX/UI Designer
Master,"SIEM,Network Security,Ethical Hacking,Penetration Testing,Linux,Firewalls,Python,Cryptography",Network Protection,1,Cybersecurity Analyst
Bachelor,"Python,Linux,SIEM,Ethical Hacking,Network Security,Cryptography","Security,Risk Management",2,Cybersecurity Analyst
Master,"Pandas,Data Visualization,Python,NumPy,Tableau,TensorFlow,Statistics,R","Machine Learning,Statistics",3,Data Scientist
Bachelor,"AWS,Git,CI/CD,Docker,Jenkins,Kubernetes","Cloud Computing,Automation",3,DevOps Engineer
Bachelor,"CSS,Wireframing,Usability Testing,Design Thinking,Prototyping,Adobe XD,Figma,User Research,HTML",Product Development,1,UX/UI Designer
Bachelor,"Usability Testing,Adobe XD,HTML,Prototyping,Design Thinking,User Research,Figma","Design,Visual Design,Product Development",3,UX/UI Designer
Bachelor,"Python,Firewalls,Risk Assessment,Cryptography,Linux,Ethical Hacking,Network Security,SIEM","Ethical Hacking,Network Protection,Security",0,Cybersecurity Analyst
Bachelor,"Bash,AWS,Kubernetes,Jenkins,CI/CD,Azure,Git,Linux","Infrastructure,Automation",0,DevOps Engineer
Master,"Git,Linux,Terraform,Jenkins,Kubernetes,CI/CD","Cloud Computing,System Administration,Infrastructure",0,DevOps Engineer
Bachelor,"User Research,Product Strategy,Leadership,Roadmap Planning,Scrum,SQL,Data Analysis","Product Development,Leadership",1,Product Manager
Bachelor,"Scrum,User Research,Data Analysis,Product Strategy,Agile,SQL,Stakeholder Management,Roadmap Planning",Innovation,3,Product Manager
Master,"R,Tableau,SQL,Python,TensorFlow,Machine Learning,Data Visualization,PyTorch,Deep Learning,Pandas",Research,0,Data Scientist
Bachelor,"Python,Git,AWS,Jenkins,Ansible,Docker,Azure,CI/CD,Linux","System Administration,Cloud Computing",1,DevOps Engineer
Bachelor,"Roadmap Planning,Product Strategy,Scrum,Stakeholder Management,User Research,SQL,Data Analysis","Leadership,Innovation,Product Development",3,Product Manager
Master,"SQL,Data Analysis,Leadership,Scrum,Stakeholder Management,Agile,Product Strategy,User Research,Roadmap Planning","Leadership,Product Development,Innovation",0,Product Manager
Bachelor,"Pandas,Statistics,R,Data Visualization,PyTorch,Tableau","Statistics,Research,AI",2,Data Scientist
Master,"SQL,Stakeholder Management,Leadership,Agile,User Research,Data Analysis,Roadmap Planning,Product Strategy,Scrum","Product Development,Strategy,Innovation",0,Product Manager
Bachelor,"Network Security,Ethical Hacking,SIEM,Python,Firewalls,Linux,Penetration Testing","Risk Management,Ethical Hacking",2,Cybersecurity Analyst
Bachelor,"Agile,Leadership,Scrum,SQL,User Research,Product Strategy","Strategy,Leadership",2,Product Manager
Bachelor,"C++,Python,Data Structures,Java,Node.js","Mobile Apps,Software Development,Web Development",0,Software Engineer
Bachelor,"Data Structures,Node.js,Git,React,Docker,JavaScript,Python,AWS,C++","Web Development,Problem Solving",1,Software Engineer
Master,"Azure,Ansible,Bash,Git,Terraform,CI/CD","Infrastructure,Automation,Cloud Computing",1,DevOps Engineer
Master,"PyTorch,Machine Learning,R,Python,NumPy,TensorFlow,SQL,Pandas,Data Visualization,Tableau","AI,Research,Data Analysis",1,Data Scientist
Bachelor,"CI/CD,Terraform,Kubernetes,Jenkins,Linux,Ansible","Infrastructure,System Administration,Automation",0,DevOps Engineer
Bachelor,"Linux,Python,CI/CD,Azure,Bash,Terraform,AWS,Kubernetes,Git,Docker","Cloud Computing,Infrastructure",0,DevOps Engineer
Bachelor,"Prototyping,Wireframing,Adobe XD,Figma,Usability Testing,CSS,HTML",Design,1,UX/UI Designer
Master,"Scrum,Agile,Product Strategy,Stakeholder Management,Roadmap Planning,User Research,SQL,Leadership,Data Analysis","Leadership,Innovation,Product Development",1,Product Manager
Master,"TensorFlow,Tableau,PyTorch,NumPy,SQL,R,Statistics,Data Visualization,Deep Learning,Pandas",Data Analysis,0,Data Scientist
Master,"Docker,React,API Development,AWS,JavaScript,C++,Java,Python","Software Development,Problem Solving,Mobile Apps",1,Software Engineer
Master,"Azure,Ansible,Kubernetes,Jenkins,Docker,Bash,Python","System Administration,Automation",0,DevOps Engineer
Bachelor,"Ethical Hacking,Firewalls,Linux,Network Security,SIEM,Risk Assessment",Network Protection,0,Cybersecurity Analyst
Bachelor,"Python,Network Security,Risk Assessment,Penetration Testing,SIEM,Cryptography,Firewalls","Ethical Hacking,Network Protection,Risk Management",0,Cybersecurity Analyst
Bachelor,"Design Thinking,Prototyping,Wireframing,Usability Testing,Figma,User Research,CSS,Adobe XD","User Experience,Design",2,UX/UI Designer
Master,"Ethical Hacking,Linux,Firewalls,Penetration Testing,SIEM,Cryptography,Python,Risk Assessment","Risk Management,Ethical Hacking,Network Protection",2,Cybersecurity Analyst
Bachelor,"Penetration Testing,SIEM,Ethical Hacking,Firewalls,Network Security,Risk Assessment,Python","Security,Risk Management",1,Cybersecurity Analyst
Bachelor,"Linux,Network Security,SIEM,Firewalls,Cryptography,Risk Assessment,Python,Ethical Hacking",Network Protection,0,Cybersecurity Analyst
Master,"User Research,CSS,Adobe XD,HTML,Usability Testing,Prototyping,Figma",Visual Design,1,UX/UI Designer
Master,"Tableau,PyTorch,Statistics,SQL,Data Visualization,R,Pandas,Machine Learning,NumPy","Data Analysis,Machine Learning",1,Data Scientist
Master,"Python,Network Security,Linux,Risk Assessment,Ethical Hacking",Risk Management,2,Cybersecurity Analyst
Bachelor,"Python,Java,Algorithms,C++,Docker","Mobile Apps,Software Development",0,Software Engineer
Master,"SQL,PyTorch,Deep Learning,Machine Learning,TensorFlow,NumPy,R,Python,Statistics,Data Visualization","Research,Data Analysis",1,Data Scientist
Master,"Azure,AWS,Ansible,Kubernetes,Linux,CI/CD,Terraform","Infrastructure,System Administration,Automation",1,DevOps Engineer
Bachelor,"Scrum,SQL,User Research,Product Strategy,Agile,Data Analysis","Strategy,Leadership",2,Product Manager
PhD,"Deep Learning,Statistics,R,TensorFlow,NumPy,Python,Data Visualization","Statistics,Data Analysis",0,Data Scientist
Master,"Design Thinking,User Research,Usability Testing,Prototyping,HTML,Adobe XD,Wireframing,CSS",User Experience,0,UX/UI Designer
Master,"Linux,Network Security,Firewalls,Ethical Hacking,Python,Risk Assessment,Penetration Testing",Network Protection,0,Cybersecurity Analyst
Master,"Data Visualization,R,Python,Statistics,SQL,Deep Learning,Pandas,TensorFlow,Machine Learning,PyTorch","Data Analysis,Machine Learning,AI",0,Data Scientist
Bachelor,"Data Analysis,Stakeholder Management,Leadership,Product Strategy,User Research,Roadmap Planning",Leadership,1,Product Manager
Bachelor,"Jenkins,Terraform,Git,Kubernetes,Linux,Python,AWS","System Administration,Infrastructure,Cloud Computing",3,DevOps Engineer
Bachelor,"Data Analysis,User Research,Stakeholder Management,Roadmap Planning,Leadership,Product Strategy","Innovation,Strategy",1,Product Manager
Bachelor,"Python,SIEM,Risk Assessment,Firewalls,Network Security","Risk Management,Network Protection,Security",0,Cybersecurity Analyst
Master,"Network Security,Python,Firewalls,Penetration Testing,SIEM,Cryptography,Risk Assessment,Linux","Ethical Hacking,Security,Risk Management",0,Cybersecurity Analyst
Bachelor,"Design Thinking,Figma,CSS,Wireframing,HTML,Prototyping,Adobe XD,Usability Testing","User Experience,Visual Design",0,UX/UI Designer
Master,"SIEM,Python,Firewalls,Network Security,Cryptography","Security,Network Protection,Ethical Hacking",0,Cybersecurity Analyst
Master,"SQL,Python,Deep Learning,Statistics,PyTorch,Pandas,Tableau,Machine Learning,NumPy","Statistics,Data Analysis",2,Data Scientist
Master,"SQL,Roadmap Planning,User Research,Data Analysis,Agile,Leadership,Stakeholder Management,Product Strategy,Scrum","Strategy,Product Development,Innovation",0,Product Manager
PhD,"R,Python,Pandas,Tableau,PyTorch,TensorFlow,Data Visualization,Machine Learning,Statistics",Statistics,3,Data Scientist
Bachelor,"Roadmap Planning,User Research,Product Strategy,Scrum,Stakeholder Management,SQL,Leadership,Data Analysis,Agile","Product Development,Leadership,Strategy",2,Product Manager
Master,"Stakeholder Management,User Research,Data Analysis,Product Strategy,Roadmap Planning,Scrum,SQL","Product Development,Innovation,Strategy",2,Product Manager
Bachelor,"Design Thinking,Wireframing,Figma,Prototyping,Adobe XD","Product Development,User Experience,Design",0,UX/UI Designer
Master,"Penetration Testing,Risk Assessment,Firewalls,Ethical Hacking,Linux,Network Security,Cryptography,Python","Network Protection,Security,Ethical Hacking",1,Cybersecurity Analyst
Bachelor,"Deep Learning,Tableau,R,Statistics,Data Visualization,Machine Learning,PyTorch,SQL",Research,0,Data Scientist
Bachelor,"Usability Testing,Adobe XD,Design Thinking,Prototyping,Wireframing,User Research,Figma,CSS",Product Development,3,UX/UI Designer
Master,"Design Thinking,Usability Testing,Wireframing,CSS,Adobe XD,User Research,Prototyping,HTML,Figma",Design,2,UX/UI Designer
Master,"NumPy,SQL,Machine Learning,Data Visualization,TensorFlow,Tableau","Statistics,Machine Learning,AI",0,Data Scientist
Master,"Network Security,Ethical Hacking,Linux,Firewalls,Risk Assessment",Ethical Hacking,0,Cybersecurity Analyst
Bachelor,"Algorithms,React,AWS,Python,API Development,Node.js,Docker,Git",Web Development,1,Software Engineer
Bachelor,"Bash,AWS,Docker,Git,Azure,CI/CD,Linux,Terraform","System Administration,Infrastructure,Cloud Computing",1,DevOps Engineer
Bachelor,"Agile,Scrum,Data Analysis,SQL,Stakeholder Management,User Research,Product Strategy,Leadership,Roadmap Planning","Strategy,Innovation,Leadership",3,Product Manager
Bachelor,"Agile,Product Strategy,SQL,Scrum,Data Analysis,Leadership","Product Development,Innovation,Leadership",0,Product Manager
Bachelor,"Leadership,SQL,Product Strategy,Agile,Stakeholder Management,User Research,Data Analysis,Roadmap Planning","Innovation,Product Development",1,Product Manager
Bachelor,"Algorithms,Node.js,Python,API Development,Git,Data Structures,C++,JavaScript,React,Java",Web Development,1,Software Engineer
Master,"Algorithms,Python,Docker,API Development,JavaScript,Node.js,AWS,React,SQL","Problem Solving,Web Development",0,Software Engineer
Master,"Data Analysis,Stakeholder Management,Agile,Scrum,Roadmap Planning,SQL,User Research,Product Strategy","Product Development,Innovation,Leadership",1,Product Manager
PhD,"Deep Learning,Pandas,TensorFlow,R,PyTorch,Machine Learning,Tableau,Python,NumPy,SQL","Statistics,AI",3,Data Scientist
Bachelor,"Ethical Hacking,Cryptography,Risk Assessment,Python,SIEM,Penetration Testing,Linux",Network Protection,3,Cybersecurity Analyst
Bachelor,"Cryptography,Firewalls,Network Security,Penetration Testing,Risk Assessment",Risk Management,0,Cybersecurity Analyst
Master,"Linux,AWS,Terraform,Bash,Azure,CI/CD,Docker,Kubernetes","Infrastructure,Cloud Computing,Automation",0,DevOps Engineer
Master,"Firewalls,Cryptography,Linux,SIEM,Ethical Hacking","Security,Ethical Hacking,Network Protection",1,Cybersecurity Analyst
Bachelor,"Usability Testing,Adobe XD,CSS,Figma,HTML","User Experience,Product Development",0,UX/UI Designer
Master,"Network Security,Penetration Testing,Cryptography,Linux,Ethical Hacking,Risk Assessment,SIEM","Ethical Hacking,Network Protection,Risk Management",2,Cybersecurity Analyst
Bachelor,"Cryptography,SIEM,Risk Assessment,Penetration Testing,Python,Firewalls","Network Protection,Ethical Hacking,Security",0,Cybersecurity Analyst
Master,"User Research,Data Analysis,Agile,Stakeholder Management,SQL,Product Strategy,Leadership","Innovation,Leadership,Product Development",1,Product Manager
Master,"User Research,SQL,Leadership,Stakeholder Management,Data Analysis,Product Strategy","Product Development,Strategy,Leadership",0,Product Manager
Bachelor,"Network Security,Linux,Python,Ethical Hacking,Cryptography,Penetration Testing,SIEM,Risk Assessment,Firewalls",Ethical Hacking,0,Cybersecurity Analyst
Master,"R,Python,SQL,Data Visualization,Statistics,NumPy,TensorFlow,Pandas,Deep Learning","Research,Data Analysis",1,Data Scientist
Master,"Leadership,Roadmap Planning,Data Analysis,Product Strategy,Agile,User Research,Scrum,Stakeholder Management,SQL","Leadership,Innovation",0,Product Manager
Master,"Deep Learning,Pandas,PyTorch,Machine Learning,Data Visualization,TensorFlow,SQL,Tableau,Statistics,R","Statistics,AI,Machine Learning",0,Data Scientist
Master,"Jenkins,Git,Terraform,CI/CD,Docker,AWS,Kubernetes,Python",Cloud Computing,0,DevOps Engineer
Bachelor,"Leadership,Roadmap Planning,Data Analysis,Stakeholder Management,Product Strategy,Agile,SQL,Scrum,User Research","Innovation,Strategy,Leadership",0,Product Manager
Bachelor,"Design Thinking,User Research,Adobe XD,HTML,Prototyping,Wireframing,Figma",Design,0,UX/UI Designer
Bachelor,"HTML,Usability Testing,Prototyping,Design Thinking,CSS","Product Development,User Experience,Visual Design",0,UX/UI Designer
Bachelor,"User Research,Design Thinking,CSS,Prototyping,Usability Testing,Adobe XD,Figma","Design,Product Development",2,UX/UI Designer
Master,"Stakeholder Management,User Research,Product Strategy,Data Analysis,Leadership,SQL,Agile,Roadmap Planning,Scrum","Strategy,Product Development",0,Product Manager
Master,"Kubernetes,Git,Python,Azure,Linux,CI/CD,Ansible,Bash","Automation,System Administration,Cloud Computing",2,DevOps Engineer
Master,"Cryptography,Python,Linux,Risk Assessment,Network Security,Ethical Hacking,Penetration Testing",Security,2,Cybersecurity Analyst
Bachelor,"Firewalls,Python,Penetration Testing,Cryptography,Network Security,SIEM,Ethical Hacking","Network Protection,Security",1,Cybersecurity Analyst
Bachelor,"Terraform,Python,Kubernetes,Ansible,Linux,Bash,Jenkins","Infrastructure,Cloud Computing",1,DevOps Engineer
Bachelor,"CSS,Adobe XD,User Research,Figma,Usability Testing,Design Thinking,HTML,Wireframing","Design,User Experience,Visual Design",1,UX/UI Designer
Master,"SIEM,Python,Ethical Hacking,Cryptography,Firewalls,Linux,Network Security,Risk Assessment","Risk Management,Ethical Hacking,Network Protection",2,Cybersecurity Analyst
Master,"Terraform,Jenkins,Azure,Python,AWS,Ansible,CI/CD,Linux","System Administration,Automation,Cloud Computing",1,DevOps Engineer
Master,"Figma,User Research,Design Thinking,Wireframing,Adobe XD,HTML,CSS,Prototyping,Usability Testing","User Experience,Product Development",2,UX/UI Designer
Bachelor,"HTML,Adobe XD,Design Thinking,User Research,Figma,CSS,Usability Testing,Prototyping","Design,Visual Design",0,UX/UI Designer
Bachelor,"CSS,Figma,User Research,Usability Testing,Design Thinking,HTML,Adobe XD,Wireframing","User Experience,Product Development,Design",2,UX/UI Designer
Bachelor,"Design Thinking,User Research,Wireframing,CSS,Usability Testing,Figma","Visual Design,Design,User Experience",2,UX/UI Designer
Master,"SQL,Deep Learning,Tableau,TensorFlow,Python,Machine Learning,Statistics,NumPy",Statistics,0,Data Scientist
Bachelor,"CSS,Prototyping,Wireframing,Design Thinking,User Research","Design,Visual Design",0,UX/UI Designer
Bachelor,"Adobe XD,Figma,Design Thinking,Wireframing,User Research,CSS","Visual Design,Product Development,User Experience",0,UX/UI Designer
Bachelor,"Cryptography,Ethical Hacking,Network Security,Linux,Risk Assessment,Python,SIEM","Security,Risk Management,Network Protection",1,Cybersecurity Analyst
Master,"Product Strategy,Leadership,Stakeholder Management,Agile,Data Analysis,Scrum,User Research,SQL,Roadmap Planning","Product Development,Leadership,Strategy",2,Product Manager
Master,"Pandas,TensorFlow,Data Visualization,Python,Machine Learning,Tableau,PyTorch,NumPy,Statistics,R",Statistics,3,Data Scientist
Bachelor,"Python,Ethical Hacking,SIEM,Firewalls,Cryptography,Risk Assessment,Network Security",Security,1,Cybersecurity Analyst
Bachelor,"Usability Testing,User Research,Design Thinking,HTML,CSS,Wireframing,Prototyping","Product Development,Design",1,UX/UI Designer
Bachelor,"Wireframing,Figma,Prototyping,CSS,Usability Testing,Adobe XD,HTML,User Research,Design Thinking","User Experience,Product Development",0,UX/UI Designer
Bachelor,"Figma,User Research,Usability Testing,Wireframing,Adobe XD,Design Thinking,Prototyping,CSS",Product Development,1,UX/UI Designer
Bachelor,"AWS,Docker,Algorithms,Java,Git,React","Web Development,Problem Solving",2,Software Engineer
Bachelor,"Node.js,SQL,Git,JavaScript,C++,Java","Problem Solving,Web Development,Mobile Apps",1,Software Engineer
Master,"Design Thinking,User Research,Wireframing,CSS,HTML,Usability Testing,Adobe XD,Figma","Visual Design,User Experience,Product Development",0,UX/UI Designer
Bachelor,"C++,Data Structures,JavaScript,SQL,AWS,Docker,API Development,React",Problem Solving,1,Software Engineer
Bachelor,"Product Strategy,Leadership,User Research,Agile,Scrum,SQL,Stakeholder Management,Roadmap Planning","Product Development,Strategy",0,Product Manager
Bachelor,"Agile,Scrum,Roadmap Planning,Product Strategy,User Research,Data Analysis,Stakeholder Management,SQL","Leadership,Innovation,Product Development",0,Product Manager
Bachelor,"SIEM,Risk Assessment,Network Security,Python,Linux,Cryptography,Firewalls,Ethical Hacking","Security,Network Protection",0,Cybersecurity Analyst
Bachelor,"Network Security,Python,Cryptography,Ethical Hacking,SIEM,Linux,Risk Assessment,Penetration Testing","Risk Management,Network Protection",1,Cybersecurity Analyst
Master,"AWS,C++,Python,SQL,JavaScript,Data Structures","Web Development,Problem Solving,Mobile Apps",0,Software Engineer
Bachelor,"Cryptography,Network Security,Python,SIEM,Firewalls,Ethical Hacking,Penetration Testing,Linux,Risk Assessment","Risk Management,Network Protection,Security",0,Cybersecurity Analyst
Bachelor,"Product Strategy,Scrum,Agile,Leadership,Roadmap Planning,SQL","Product Development,Strategy",0,Product Manager
Master,"Python,NumPy,TensorFlow,PyTorch,Deep Learning,SQL,Tableau,Data Visualization","Data Analysis,Machine Learning,Statistics",1,Data Scientist
Master,"Data Analysis,Roadmap Planning,Scrum,Stakeholder Management,User Research,Product Strategy","Leadership,Product Development",1,Product Manager
Bachelor,"Network Security,Python,Penetration Testing,Cryptography,Ethical Hacking","Ethical Hacking,Security,Risk Management",0,Cybersecurity Analyst
Bachelor,"Adobe XD,User Research,Prototyping,Figma,Usability Testing,HTML,Design Thinking,CSS",User Experience,0,UX/UI Designer
Master,"TensorFlow,Tableau,Deep Learning,Pandas,Statistics,Machine Learning,Data Visualization,PyTorch","Data Analysis,Statistics",2,Data Scientist
Bachelor,"User Research,Agile,Leadership,Product Strategy,Roadmap Planning,SQL,Data Analysis,Scrum",Leadership,0,Product Manager
Bachelor,"Agile,SQL,Leadership,Product Strategy,Data Analysis,Scrum,User Research,Roadmap Planning","Innovation,Product Development,Leadership",1,Product Manager
Bachelor,"CSS,Figma,User Research,Usability Testing,Design Thinking,Adobe XD,HTML","Design,Visual Design",0,UX/UI Designer
Master,"Usability Testing,HTML,Adobe XD,CSS,User Research,Design Thinking",Visual Design,0,UX/UI Designer
Bachelor,"Usability Testing,CSS,User Research,HTML,Adobe XD,Wireframing,Figma,Design Thinking","User Experience,Design,Product Development",0,UX/UI Designer
Bachelor,"Terraform,CI/CD,Docker,Jenkins,Bash,Linux,Git,Azure,AWS","System Administration,Infrastructure,Cloud Computing",1,DevOps Engineer
PhD,"SQL,Machine Learning,Data Visualization,TensorFlow,PyTorch,NumPy,R,Tableau,Pandas,Deep Learning","Research,Data Analysis",3,Data Scientist
Master,"TensorFlow,Statistics,R,Data Visualization,Pandas,PyTorch,Python,Tableau,Deep Learning",Statistics,2,Data Scientist
Master,"Docker,Node.js,Data Structures,C++,Python,Java,AWS,JavaScript,Git,React",Mobile Apps,1,Software Engineer
Bachelor,"Scrum,Product Strategy,Roadmap Planning,Leadership,Data Analysis,Agile,User Research",Product Development,3,Product Manager
Bachelor,"Ansible,Kubernetes,Bash,Jenkins,AWS,Python,Docker,CI/CD","Automation,Cloud Computing",1,DevOps Engineer
Bachelor,"Algorithms,Java,Docker,JavaScript,AWS,API Development,Python",Mobile Apps,0,Software Engineer
Bachelor,"Azure,Ansible,Python,Git,AWS,Linux,CI/CD,Docker,Jenkins,Terraform",Automation,0,DevOps Engineer
Master,"Git,JavaScript,Data Structures,API Development,Algorithms,C++,Docker,Java,Python","Mobile Apps,Web Development",0,Software Engineer
Master,"Cryptography,Network Security,Risk Assessment,Python,Linux,Ethical Hacking,Penetration Testing",Ethical Hacking,1,Cybersecurity Analyst
Master,"Design Thinking,Prototyping,Usability Testing,HTML,Figma,User Research",Product Development,1,UX/UI Designer
Bachelor,"Ethical Hacking,Python,Firewalls,Cryptography,Network Security",Security,2,Cybersecurity Analyst
Bachelor,"Bash,CI/CD,Docker,Linux,Kubernetes,Python,AWS,Terraform,Ansible","Cloud Computing,Infrastructure",1,DevOps Engineer
Bachelor,"Firewalls,Python,Linux,Penetration Testing,SIEM,Cryptography",Network Protection,0,Cybersecurity Analyst
Master,"Node.js,API Development,Docker,JavaScript,React","Web Development,Mobile Apps",1,Software Engineer
PhD,"Machine Learning,Deep Learning,Pandas,PyTorch,TensorFlow,Tableau,Statistics",Statistics,1,Data Scientist
Bachelor,"Terraform,AWS,Git,Azure,Linux,CI/CD,Ansible,Docker,Jenkins",System Administration,1,DevOps Engineer
Master,"Git,Bash,CI/CD,Jenkins,Ansible,Kubernetes",Automation,0,DevOps Engineer
Bachelor,"Cryptography,Ethical Hacking,Penetration Testing,Linux,Network Security,SIEM,Risk Assessment,Python","Network Protection,Risk Management",1,Cybersecurity Analyst
Bachelor,"CI/CD,Ansible,Kubernetes,AWS,Azure,Jenkins,Bash","Automation,Cloud Computing",0,DevOps Engineer
Bachelor,"Python,Deep Learning,Pandas,Tableau,NumPy,Machine Learning,R,Statistics,TensorFlow",Data Analysis,2,Data Scientist
